Character,Dialogue,Season,Episode
LANE,"Oh, well, Dean loves you.",5,1
RORY,I know.,5,1
LANE,And you love him.,5,1
RORY,I know.,5,1
LANE,So it seems like --,5,1
RORY,He's married.,5,1
LANE,I know.,5,1
RORY,"How did I overlook that fact? I mean, he said that the marriage was over. He said that he had told Lindsay or that he was going to tell her or that she already knew somehow, but I didn't ask anything else. Why didn't I ask anything else?",5,1
LANE,I don't know.,5,1
RORY,I don't rememb er what he said. I don't remember what he told me. I didn't ask anything important.,5,1
LANE,You can ask now.,5,1
RORY,I tried to ask now. I ended up having sex on an Al Gilbert record. I need to know some things. I need -- I don't know what I need to do.,5,1
LANE,Maybe you should talk to Lorelai.,5,1
RORY,No.,5,1
LANE,But she already knows about you guys.,5,1
RORY,No.,5,1
LANE,She's better than me at this sort of thing because she at least has a frame of reference.,5,1
RORY,Talking to her is not an option.,5,1
LANE,"Okay, well, then --",5,1
LANE,What do you think you're doing?!,5,1
BRIAN,I told you she'd be mad.,5,1
LANE,Get away from my drums!,5,1
ZACH,You were in there talking about panty hose or whatever the hell you chicks talk about --,5,1
LANE,"You do not, under any circumstances, touch my drums.",5,1
GIL,He adjusted your seat also.,5,1
LANE,You what?!,5,1
LORELAI,"So, make sure they all get the thank-you cards and light the lemon candles so the rooms smell pretty when they get up there. Thanks, and great job this weekend -- great job. Oh! My God!",5,1
EMILY,"My, what a lovely greeting.",5,1
LORELAI,How long have you been sitting there?,5,1
EMILY,Ten minutes. Why?,5,1
LORELAI,You scared me.,5,1
EMILY,Like I'm Dracula?,5,1
LORELAI,"Oh, my God, my heart won't stop pounding.",5,1
EMILY,Stop being so dramatic. I just showed up for lunch. It's not as if I did anything truly terrifying like telling you that butt-crack-baring jeans had gone out of style.,5,1
LORELAI,What do you mean you showed up for lunch?,5,1
EMILY,"Our lunch...at1:00. You, me, Rory -- the three of us. We're having lunch, aren't we?",5,1
LORELAI,I didn't think so.,5,1
EMILY,You didn't?,5,1
LORELAI,"Well, no, but --",5,1
EMILY,"When you invited your father and me for the weekend, you said it included a lunch with you and Rory.",5,1
LORELAI,"Well, yes, I know, but that was before you left.",5,1
EMILY,What does my leaving have to do with anything?,5,1
LORELAI,"Well, when you left, you weren't here anymore. You were gone, so we just assumed lunch was --",5,1
EMILY,this lunch was your idea.,5,1
LORELAI,"Yes, I know, but --",5,1
EMILY,I did not force it upon you.,5,1
LORELAI,"You're right, however --",5,1
EMILY,"If you were too busy or you didn't want it to happen, then you didn't have to bring it up at all, did you?",5,1
LORELAI,"No, I didn't, but you left, see, so --",5,1
EMILY,All right then. It is now1:00. You said lunch at1:00. I'm here. It's1:00. I'm hungry. Where's Rory?,5,1
LORELAI,"Okay, see, you left, so -",5,1
EMILY,"She's not here, is she?",5,1
LORELAI,No.,5,1
EMILY,Didn't she know about the lunch?,5,1
LORELAI,"Yes, mom, she knew about the lunch, but you -- so we -- and she -- I'll call her.",5,1
EMILY,I'll wait.,5,1
LANE,What are you doing?!,5,1
LANE,What are you talking about?,5,1
ZACH,We're a band! We share!,5,1
RORY,Hello?,5,1
LORELAI,Your grandmother is here for her lunch.,5,1
RORY,But she left.,5,1
LORELAI,Could you just get back here?,5,1
RORY,I'm kind of busy.,5,1
LORELAI,"Rory, this is not for me, okay? This is for your grandmother. You like your grandmother, rememb er?",5,1
RORY,Fine.,5,1
LORELAI,Great.,5,1
RORY,Bye.,5,1
LANE,,5,1
ZACH,Chill!,5,1
GIL,You're worse than Metallica!,5,1
LINDSAY,I did that.,5,1
BUTCHER,Did you put in the meat thermometer?,5,1
LINDSAY,"Yes, I put in the meat thermometer. I put in three meat thermometers just in case one of them wasn't working.",5,1
BUTCHER,And you put the oven on 450 for 20 minutes and then lowered it to 350 for the last hour.,5,1
LINDSAY,"I did everything you told me. I did it exactly like you told me to, and it still turned out awful.",5,1
BUTCHER,Maybe you should try something else -- meatloaf or chicken.,5,1
LINDSAY,"No, Dean likes roast beef! We had it at our wedding. His mother makes it every time we go over there. I'm mak ing dinner tonight, and it has to be perfect, so just tell me how to do it again.",5,1
BUTCHER,Okay.,5,1
LINDSAY,And write it down.,5,1
BUTCHER,"Okay. First, you rub it with a little oil. Then take some fresh ground...",5,1
EMILY,The weather's lovely.,5,1
LORELAI,"Yes, it is.",5,1
EMILY,"Rory, don't you think it's lovely?",5,1
RORY,It's very lovely.,5,1
EMILY,"Yes. Lovely. Well, I don't see any reason to put this off any longer. Girls, I have something to say that may shock you, but unfortunately there's nothing I can do about that now. Lorelai, Rory, Richard and I have separated.",5,1
LORELAI,And?,5,1
EMILY,"What do you mean ""and""? That's not enough? You need some sort of mob-related offing to make it interesting?",5,1
LORELAI,"No, Mom, that's plenty. It's just, we already knew.",5,1
EMILY,Rory didn't.,5,1
RORY,"Well, I mean, I didn't know know --",5,1
EMILY,Why would you tell her?,5,1
LORELAI,Mom!,5,1
EMILY,Who else did you tell?,5,1
LORELAI,"So, you haven't read ""Page Six""?",5,1
EMILY,"Rory, if you need to talk about this to try to understand why this is happening, then by all means, do not ask your mother.",5,1
LORELAI,"Okay, Mom, I'm sorry. I'm not trying to be insensitive. It just seemed like a thing you and Dad were going through. I figured you'd make up.",5,1
EMILY,"Well, we didn't.",5,1
LORELAI,"I see that. So, wow, you're really separated?",5,1
EMILY,That's right. Your father's moving into the pool house.,5,1
LORELAI,So then you're not separated.,5,1
EMILY,Of course we are.,5,1
LORELAI,You're separated by the pool.,5,1
EMILY,That's it. That's the end of your input on this.,5,1
RORY,"I'm sorry, Grandma.",5,1
EMILY,"Well, what's done is done. I'm moving on. And to celebrate the next stage of my life, I'm going to Europe by myself for the very first time since I was in college. I'm leaving tonight.",5,1
RORY,Tonight? That's fast.,5,1
EMILY,"Well, I wanted to leave quickly, so I called my travel agent and insisted that he put me on tonight's plane to Paris no matter what. He finally managed to bump someone from a church group, and I've got my seat, and I'm leaving at10:00. And, Rory, my offer to you still stands.",5,1
RORY,What offer?,5,1
EMILY,My offer to escort you around Europe this summer.,5,1
RORY,Oh.,5,1
EMILY,"Every young lady should do Europe the proper way at least once in her life, and I would be thrilled to have your company on this very special occasion. Of course, I know it's very short notice, so if you already have plans for the summer, I completely understand.",5,1
LORELAI,"You know, I think Europe sounds great. I think you would really enjoy that. I mean, rememb er -- we loved Paris. You don't have anything special planned for the summer, do you?",5,1
RORY,"No, nothing special.",5,1
EMILY,"Well, then? What do you say? Would you like to be impulsive with me?",5,1
RORY,"Sure, Grandma, I'd love to.",5,1
EMILY,"That is just wonderful! I'll call Ralphie right away and tell him to bump another Baptist. We'll have a wonderful time, you and I. It'll be just like ""Gigi."" Lorelai, I'm gonna use your phone.",5,1
LORELAI,"Be my guest, Mom. Europe? Cool. What?",5,1
RORY,"So, what is this, a Henry James novel? The young lady acts up, and her family ships her off to Europe?",5,1
LORELAI,"Oh, come on.",5,1
RORY,How fast did you tell Grandma that I had nothing to do this summer?,5,1
LORELAI,I'm not shipping you off.,5,1
RORY,"Oh, please!",5,1
LORELAI,"I'm not. I'm just -- okay, maybe I am.",5,1
RORY,Ha!,5,1
LORELAI,"I wasn't planning on it, but maybe in the back of my mind, I just thought -",5,1
RORY,- Say Goodbye to Daisy Miller.,5,1
LORELAI,"Okay, fine, so maybe I suggested the trip to give you some time to --",5,1
RORY,Travel back to the turn of the century?,5,1
LORELAI,To think -- but you did not have to accept.,5,1
RORY,I did too.,5,1
LORELAI,"No, Rory, you didn't. You're 19 now, remember? You're all grown up, and you can handle your own affairs. Sorry. That's a bad choice of words. You can handle your own life events, so if you didn't want to go to Europe, all you had to do was say you didn't want to go, but you didn't, so I assume you do want to go. You do want to go? How come? I mean, what about Dean? You're just gonna go off and leave now?",5,1
RORY,None of your business.,5,1
LORELAI,"Did something happen? Did you guys have a fight, or is it something else? Is it Lindsay?",5,1
RORY,We didn't have a fight. Everything is fine with Dean. I want to go so I can get away from you.,5,1
LORELAI,"I'm sorry, weren't you supposed to go through this phase like five years ago? 'Cause, I mean, seriously, at this point, storming into your room and blasting your goth rock -- it's just gonna confuse your roommat es.",5,1
RORY,Tell Grandma I had to pack.,5,1
EMILY,"Come on, girls, hurry up. We have an adventure to embark on. There you go -- my picture I.D. And my boarding pass. Rory, hurry up. You have to hold your own boarding pass, and you need your I.D. Lorelai, say your good byes here. If you don't have a boarding pass, you can't go farther -- am I right? I'm right, Lorelai. If you need to search me, that's just fine. Don't be afraid to ask. Bye, Lorelai.",5,1
LORELAI,"Bye, Mom. Hey, hey, hold on a sec. You have everything you need?",5,1
RORY,Yeah.,5,1
LORELAI,You have trashy-magazine money?,5,1
RORY,Those magazines make Grandma crazy.,5,1
LORELAI,"Yeah, well, here's 20 bucks. It's a long flight.",5,1
EMILY,"Rory, hurry, please!",5,1
RORY,"Coming, Grandma. I have to go.",5,1
LORELAI,"Yeah, you do. Okay, so, um... have fun, and uh... if you need to talk about anything, just please call me, okay?",5,1
RORY,Okay. LUKE',5,1
SVOICE,"Hey, it's me. Uh, listen, I got a call from my sister and T.J. They're up in Maine, and they got into a little accident -- nothing major, just each one of them broke an arm and a leg, so anyhow, they can't run the Renaissance Fair booth for a couple of weeks. So they asked me to come an d help them out, and I, unfortunately, answered the phone, so I'm on my way to Maine. I'll be back in about a week. Okay? Bye.",5,1
LORELAI,Great. LUKE',5,1
SVOICE,"Hey, it's me ag ain. I'm not sure if we're at the point in this relationship where you actually need to know that much information about my whereabouts, so if we're not, I'm sorry. I could have just said, ""I'm going out of town, and I'll call you later."" So I'm going out of town, and I'll call you later. LUKE'",5,1
SVOICE,"Me again, the idiot that leaves you three rambling messages on your machine. I just wanted to tell you I got a cell phone before I left, so, you know, you could call if you want, but only if you want, so that's it.",5,1
LORELAI,Ah! LUKE',5,1
SVOICE,"Yeah, a number might be good.",5,1
LORELAI,Thank you. LUKE',5,1
SVOICE,"860-294-1986. Okay, bye. LUKE'",5,1
SVOICE,"Just...don't change your mind until I get back, okay? Okay. Talk to you later. LUKE'",5,1
SVOICE,Hello?,5,1
LORELAI,"Well, if it isn't Dean Moriarty.",5,1
LUKE,"Yeah, this is the life.",5,1
LORELAI,"So, are Liz and T.J. okay?",5,1
LUKE,"Yeah, they're just not getting around too well. Liz is all panicked that if they don't finish out the season, they're gonna lose their spot next to the apple doll booth, which is apparently theAll times are UTC-05:00 Page 1 of 1prime spot, so I said I'd help them out.",5,1
LORELAI,Very chivalrous of you.,5,1
LUKE,"Yeah, I'm a regular Lancelot. So, you get my messages?",5,1
LORELAI,"Oh, no, did you leave a message? Sorry, my answering machine dropped dead of exhaustion. What did you say?",5,1
LUKE,Not much.,5,1
LORELAI,Okay.,5,1
LUKE,So...,5,1
LORELAI,So...,5,1
LUKE,That was a hell of a test run.,5,1
LORELAI,"You mean for the inn, of course.",5,1
LUKE,Of course.,5,1
LORELAI,"Yes, it was. Although, you know, until you have a successful second go-round, you really don't know if everything's gonna work.",5,1
LUKE,Then I guess there's got to be a second go-round.,5,1
LORELAI,"Well, yes, it's the only thing that makes really good business sense. So, where are you right now?",5,1
LUKE,"About 10 minutes from ""if I lived here, I'd blow my brains out.""",5,1
LORELAI,"Ah, yes, I hear it's lovely there this time of year. ~~~ End ~~~ Powered by phpBB® Forum Software © phpBB Limited",5,1
HTTPS,"//transcripts.foreverdreaming.org/ 05x02 - A Messenger, Nothing",5,2
MOREHTTPS,"//transcripts.foreverdreaming.org/viewtopic.php?t=6384 05x02 - A Messenger, Nothing More by bunniefuu written by Daniel Palladino directed by Daniel Palladino transcript by Patti Jo with assistance by Canopus OPEN TO STARS HOLLOW SIDEWALK",5,2
LORELAI,"Morning, Al. Morning, Fred. Morning, Sam.",5,2
MAN,Cider Mill's opening Saturday. Big parade and free cider for one and all.,5,2
LORELAI,Thank you. Cider mill's opening Saturday. Big parade and free cider for one and all.,5,2
WOMAN,Thank you.,5,2
PATTY,"Keep it going, kids. You're red, you're delicious. You're about to have the juice sucked out of you. There she is -- our spunky entrepreneur.",5,2
LORELAI,I am the uber-Trump-Murdoch-Maximus. Oop. Apple down.,5,2
PATTY,"Apple down. Apple down! Hold it, everybody! Apple down! Okay, roll her over. Have a nice day.",5,2
MAN,"Big parade, free cider for one and all.",5,2
LANE,"…and two eggs over easy, got it. Just be a couple minutes. Caesar, order.",5,2
BRIAN,"Since they were both actually royalty, their child would have a real claim to the Judean throne, see? So Mary Magdalene goes to Gaul to have the kid. She's also supposed to run",5,2
THECHURCHPOSTED,"10/10/0416:42after his death, but that's not what Peter wants, right? But all that got covered up later by Constantine after the council of Nicea purged the Christian --",5,2
ZACH,"Oh, my god! Will you stop talking about this!",5,2
BRIAN,"This is, like, the number-one book in the country.",5,2
ZACH,"Well, it's my number-one bummer.",5,2
LANE,"Okay, guys, what'll you have?",5,2
ZACH,"Burger for me -- nothing healthy on it, extra cheese -- and, of course, an order of...wink- winkers.",5,2
LANE,"You don't have to call them that, Zach.",5,2
ZACH,Just want to make myself clear.,5,2
LANE,"Look, I told you guys I'd throw you free fries -- not a big deal since they're usually the ones we wind up throwing out anyway from ma king too many, which means you don't have to call them wink-winkers or nudge-nudgies or know-what-I-meanies or anything else in verbal code, especially if it's cute-cutesy.",5,2
ZACH,I will abide by that.,5,2
LANE,Brian?,5,2
BRIAN,Same thing -- burger and fries.,5,2
ZACH,"Dude, that's cute-cutesy.",5,2
BRIAN,She said not to be verbally cute-cutesy.,5,2
ZACH,It was a blanket moratorium on anything cutesy concerning the fries.,5,2
LANE,I'll be back.,5,2
ZACH,"Cokes, too.",5,2
BRIAN,Better get my money ready.,5,2
ZACH,That's not embarrassing.,5,2
LORELAI,"Hi, Lane.",5,2
LANE,"Lorelai, hi. Would you like your usual to go?",5,2
LORELAI,"Yes, and quick-quick, please.",5,2
LANE,"You know, people are calling you ""the blur.""",5,2
LORELAI,That's mean. Or is it? What is that?,5,2
LANE,"You're not around, and you're always running -- swoosh, blur.",5,2
LORELAI,"Well, that's business, baby. If you slow down, they might catch up with you. Still no Luke, huh?",5,2
LANE,"Liz and T.J. are still not back up on their feet. Luke's calling the Renaissance Faire his ""Vietnam without all the fun sh**ting.""",5,2
LORELAI,"Oh, poor guy.",5,2
LANE,I made it extra strong. It should blacken your teeth and rot your stomach.,5,2
LORELAI,Bless you.,5,2
LANE,All from Rory.,5,2
LORELAI,"Oh, I'm sorry. Just being nosey.",5,2
LANE,"No, go ahead, read. I'm sure it's stuff she already told you.",5,2
LORELAI,"Yeah, probably.",5,2
LANE,You are ready to swoosh.,5,2
LORELAI,The blur is off.,5,2
LANE,And don't overtip.,5,2
LORELAI,Try and stop me.,5,2
LORELAI,"Hey, guys.",5,2
ZACH,"Hey, Lorelai. Get yourself a wink-winker?",5,2
LORELAI,What?,5,2
LANE,Please erase this from your brain.,5,2
LORELAI,I will definitely try.,5,2
LIZ,"I'm telling you, I was going crazy. I was in pain for six weeks. It was fractured in three places. That's why it took so long to heal. But thank God for my big brother.",5,2
